left_city,right_city,left_column_original,left_column_final,right_column_original,right_column_final
chicago,sf,Arrest,arrest,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,Arrest,arrest,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,Arrest,arrest,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,Arrest,arrest,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,Arrest,arrest,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,Arrest,arrest,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,Arrest,arrest,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,Arrest,arrest,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,Arrest,arrest,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,Arrest,arrest,Neighborhoods 2,neighborhoods_2
chicago,sf,Domestic,domestic,PdId,police_department_incident_id
chicago,sf,Domestic,domestic,IncidntNum,incidntnum
chicago,sf,Domestic,domestic,Incident Code,incident_code
chicago,sf,Domestic,domestic,Category,category
chicago,sf,Domestic,domestic,Descript,descript
chicago,sf,Domestic,domestic,DayOfWeek,dayofweek
chicago,sf,Domestic,domestic,Date,date
chicago,sf,Domestic,domestic,Time,time
chicago,sf,Domestic,domestic,PdDistrict,pddistrict
chicago,sf,Domestic,domestic,Resolution,resolution
chicago,sf,Domestic,domestic,Address,address
chicago,sf,Domestic,domestic,X,x
chicago,sf,Domestic,domestic,Y,y
chicago,sf,Domestic,domestic,location,location
chicago,sf,Domestic,domestic,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,Domestic,domestic,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,Domestic,domestic,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,Domestic,domestic,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,Domestic,domestic,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,Domestic,domestic,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,Domestic,domestic,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,Domestic,domestic,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,Domestic,domestic,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,Domestic,domestic,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,Domestic,domestic,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,Domestic,domestic,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,Domestic,domestic,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,Domestic,domestic,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,Domestic,domestic,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,Domestic,domestic,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,Domestic,domestic,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,Domestic,domestic,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,Domestic,domestic,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,Domestic,domestic,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,Domestic,domestic,Neighborhoods 2,neighborhoods_2
chicago,sf,Beat,police_beat_area,PdId,police_department_incident_id
chicago,sf,Beat,police_beat_area,IncidntNum,incidntnum
chicago,sf,Beat,police_beat_area,Incident Code,incident_code
chicago,sf,Beat,police_beat_area,Category,category
chicago,sf,Beat,police_beat_area,Descript,descript
chicago,sf,Beat,police_beat_area,DayOfWeek,dayofweek
chicago,sf,Beat,police_beat_area,Date,date
chicago,sf,Beat,police_beat_area,Time,time
chicago,sf,Beat,police_beat_area,PdDistrict,pddistrict
chicago,sf,Beat,police_beat_area,Resolution,resolution
chicago,sf,Beat,police_beat_area,Address,address
chicago,sf,Beat,police_beat_area,X,x
chicago,sf,Beat,police_beat_area,Y,y
chicago,sf,Beat,police_beat_area,location,location
chicago,sf,Beat,police_beat_area,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,Beat,police_beat_area,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,Beat,police_beat_area,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,Beat,police_beat_area,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,Beat,police_beat_area,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,Beat,police_beat_area,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,Beat,police_beat_area,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,Beat,police_beat_area,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,Beat,police_beat_area,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,Beat,police_beat_area,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,Beat,police_beat_area,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,Beat,police_beat_area,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,Beat,police_beat_area,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,Beat,police_beat_area,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,Beat,police_beat_area,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,Beat,police_beat_area,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,Beat,police_beat_area,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,Beat,police_beat_area,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,Beat,police_beat_area,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,Beat,police_beat_area,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,Beat,police_beat_area,Neighborhoods 2,neighborhoods_2
chicago,sf,District,district,PdId,police_department_incident_id
chicago,sf,District,district,IncidntNum,incidntnum
chicago,sf,District,district,Incident Code,incident_code
chicago,sf,District,district,Category,category
chicago,sf,District,district,Descript,descript
chicago,sf,District,district,DayOfWeek,dayofweek
chicago,sf,District,district,Date,date
chicago,sf,District,district,Time,time
chicago,sf,District,district,PdDistrict,pddistrict
chicago,sf,District,district,Resolution,resolution
chicago,sf,District,district,Address,address
chicago,sf,District,district,X,x
chicago,sf,District,district,Y,y
chicago,sf,District,district,location,location
chicago,sf,District,district,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,District,district,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,District,district,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,District,district,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,District,district,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,District,district,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,District,district,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,District,district,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,District,district,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,District,district,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,District,district,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,District,district,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,District,district,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,District,district,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,District,district,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,District,district,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,District,district,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,District,district,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,District,district,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,District,district,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,District,district,Neighborhoods 2,neighborhoods_2
chicago,sf,Ward,ward,PdId,police_department_incident_id
chicago,sf,Ward,ward,IncidntNum,incidntnum
chicago,sf,Ward,ward,Incident Code,incident_code
chicago,sf,Ward,ward,Category,category
chicago,sf,Ward,ward,Descript,descript
chicago,sf,Ward,ward,DayOfWeek,dayofweek
chicago,sf,Ward,ward,Date,date
chicago,sf,Ward,ward,Time,time
chicago,sf,Ward,ward,PdDistrict,pddistrict
chicago,sf,Ward,ward,Resolution,resolution
chicago,sf,Ward,ward,Address,address
chicago,sf,Ward,ward,X,x
chicago,sf,Ward,ward,Y,y
chicago,sf,Ward,ward,location,location
chicago,sf,Ward,ward,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,Ward,ward,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,Ward,ward,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,Ward,ward,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,Ward,ward,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,Ward,ward,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,Ward,ward,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,Ward,ward,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,Ward,ward,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,Ward,ward,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,Ward,ward,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,Ward,ward,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,Ward,ward,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,Ward,ward,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,Ward,ward,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,Ward,ward,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,Ward,ward,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,Ward,ward,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,Ward,ward,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,Ward,ward,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,Ward,ward,Neighborhoods 2,neighborhoods_2
chicago,sf,Community Area,community_area,PdId,police_department_incident_id
chicago,sf,Community Area,community_area,IncidntNum,incidntnum
chicago,sf,Community Area,community_area,Incident Code,incident_code
chicago,sf,Community Area,community_area,Category,category
chicago,sf,Community Area,community_area,Descript,descript
chicago,sf,Community Area,community_area,DayOfWeek,dayofweek
chicago,sf,Community Area,community_area,Date,date
chicago,sf,Community Area,community_area,Time,time
chicago,sf,Community Area,community_area,PdDistrict,pddistrict
chicago,sf,Community Area,community_area,Resolution,resolution
chicago,sf,Community Area,community_area,Address,address
chicago,sf,Community Area,community_area,X,x
chicago,sf,Community Area,community_area,Y,y
chicago,sf,Community Area,community_area,location,location
chicago,sf,Community Area,community_area,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,Community Area,community_area,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,Community Area,community_area,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,Community Area,community_area,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,Community Area,community_area,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,Community Area,community_area,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,Community Area,community_area,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,Community Area,community_area,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,Community Area,community_area,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,Community Area,community_area,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,Community Area,community_area,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,Community Area,community_area,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,Community Area,community_area,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,Community Area,community_area,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,Community Area,community_area,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,Community Area,community_area,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,Community Area,community_area,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,Community Area,community_area,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,Community Area,community_area,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,Community Area,community_area,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,Community Area,community_area,Neighborhoods 2,neighborhoods_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,PdId,police_department_incident_id
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,IncidntNum,incidntnum
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Incident Code,incident_code
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Category,category
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Descript,descript
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,DayOfWeek,dayofweek
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Date,date
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Time,time
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,PdDistrict,pddistrict
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Resolution,resolution
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Address,address
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,X,x
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Y,y
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,location,location
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Neighborhoods 2,neighborhoods_2
chicago,sf,X Coordinate,x_coordinate,PdId,police_department_incident_id
chicago,sf,X Coordinate,x_coordinate,IncidntNum,incidntnum
chicago,sf,X Coordinate,x_coordinate,Incident Code,incident_code
chicago,sf,X Coordinate,x_coordinate,Category,category
chicago,sf,X Coordinate,x_coordinate,Descript,descript
chicago,sf,X Coordinate,x_coordinate,DayOfWeek,dayofweek
chicago,sf,X Coordinate,x_coordinate,Date,date
chicago,sf,X Coordinate,x_coordinate,Time,time
chicago,sf,X Coordinate,x_coordinate,PdDistrict,pddistrict
chicago,sf,X Coordinate,x_coordinate,Resolution,resolution
chicago,sf,X Coordinate,x_coordinate,Address,address
chicago,sf,X Coordinate,x_coordinate,X,x
chicago,sf,X Coordinate,x_coordinate,Y,y
chicago,sf,X Coordinate,x_coordinate,location,location
chicago,sf,X Coordinate,x_coordinate,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,X Coordinate,x_coordinate,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,X Coordinate,x_coordinate,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,X Coordinate,x_coordinate,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,X Coordinate,x_coordinate,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,X Coordinate,x_coordinate,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,X Coordinate,x_coordinate,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,X Coordinate,x_coordinate,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,X Coordinate,x_coordinate,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,X Coordinate,x_coordinate,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,X Coordinate,x_coordinate,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,X Coordinate,x_coordinate,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,X Coordinate,x_coordinate,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,X Coordinate,x_coordinate,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,X Coordinate,x_coordinate,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,X Coordinate,x_coordinate,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,X Coordinate,x_coordinate,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,X Coordinate,x_coordinate,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,X Coordinate,x_coordinate,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,X Coordinate,x_coordinate,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,X Coordinate,x_coordinate,Neighborhoods 2,neighborhoods_2
chicago,sf,Y Coordinate,y_coordinate,PdId,police_department_incident_id
chicago,sf,Y Coordinate,y_coordinate,IncidntNum,incidntnum
chicago,sf,Y Coordinate,y_coordinate,Incident Code,incident_code
chicago,sf,Y Coordinate,y_coordinate,Category,category
chicago,sf,Y Coordinate,y_coordinate,Descript,descript
chicago,sf,Y Coordinate,y_coordinate,DayOfWeek,dayofweek
chicago,sf,Y Coordinate,y_coordinate,Date,date
chicago,sf,Y Coordinate,y_coordinate,Time,time
chicago,sf,Y Coordinate,y_coordinate,PdDistrict,pddistrict
chicago,sf,Y Coordinate,y_coordinate,Resolution,resolution
chicago,sf,Y Coordinate,y_coordinate,Address,address
chicago,sf,Y Coordinate,y_coordinate,X,x
chicago,sf,Y Coordinate,y_coordinate,Y,y
chicago,sf,Y Coordinate,y_coordinate,location,location
chicago,sf,Y Coordinate,y_coordinate,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,Y Coordinate,y_coordinate,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,Y Coordinate,y_coordinate,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,Y Coordinate,y_coordinate,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,Y Coordinate,y_coordinate,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,Y Coordinate,y_coordinate,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,Y Coordinate,y_coordinate,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,Y Coordinate,y_coordinate,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,Y Coordinate,y_coordinate,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,Y Coordinate,y_coordinate,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,Y Coordinate,y_coordinate,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,Y Coordinate,y_coordinate,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,Y Coordinate,y_coordinate,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,Y Coordinate,y_coordinate,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,Y Coordinate,y_coordinate,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,Y Coordinate,y_coordinate,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,Y Coordinate,y_coordinate,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,Y Coordinate,y_coordinate,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,Y Coordinate,y_coordinate,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,Y Coordinate,y_coordinate,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,Y Coordinate,y_coordinate,Neighborhoods 2,neighborhoods_2
chicago,sf,Year,year,PdId,police_department_incident_id
chicago,sf,Year,year,IncidntNum,incidntnum
chicago,sf,Year,year,Incident Code,incident_code
chicago,sf,Year,year,Category,category
chicago,sf,Year,year,Descript,descript
chicago,sf,Year,year,DayOfWeek,dayofweek
chicago,sf,Year,year,Date,date
chicago,sf,Year,year,Time,time
chicago,sf,Year,year,PdDistrict,pddistrict
chicago,sf,Year,year,Resolution,resolution
chicago,sf,Year,year,Address,address
chicago,sf,Year,year,X,x
chicago,sf,Year,year,Y,y
chicago,sf,Year,year,location,location
chicago,sf,Year,year,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,Year,year,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,Year,year,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,Year,year,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,Year,year,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,Year,year,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,Year,year,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,Year,year,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,Year,year,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,Year,year,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,Year,year,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,Year,year,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,Year,year,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,Year,year,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,Year,year,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,Year,year,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,Year,year,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,Year,year,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,Year,year,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,Year,year,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,Year,year,Neighborhoods 2,neighborhoods_2
chicago,sf,Updated On,updated_on,PdId,police_department_incident_id
