left_city,right_city,left_column_original,left_column_final,right_column_original,right_column_final,left_header_only,right_header_only,left_header_with_context,right_header_with_context
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2,federal_bureau_of_investigation_code_code,delete_neighborhoods_2_2,federal_bureau_of_investigation_code_code,delete_neighborhoods_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2,federal_bureau_of_investigation_code_code,delete_2017_fix_it_zones_2_2,federal_bureau_of_investigation_code_code,delete_2017_fix_it_zones_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2,federal_bureau_of_investigation_code_code,civic_center_harm_reduction_project_boundary_2_2,federal_bureau_of_investigation_code_code,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2,federal_bureau_of_investigation_code_code,fix_it_zones_as_of_2017_11_06_2_2,federal_bureau_of_investigation_code_code,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2,federal_bureau_of_investigation_code_code,delete_hsoc_zones_2_2,federal_bureau_of_investigation_code_code,delete_hsoc_zones_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2,federal_bureau_of_investigation_code_code,fix_it_zones_as_of_2018_02_07_2_2,federal_bureau_of_investigation_code_code,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2,federal_bureau_of_investigation_code_code,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,federal_bureau_of_investigation_code_code,cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2,federal_bureau_of_investigation_code_code,areas_of_vulnerability_2016_2_2,federal_bureau_of_investigation_code_code,areas_of_vulnerability_2016_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2,federal_bureau_of_investigation_code_code,central_market_tenderloin_boundary_2_2,federal_bureau_of_investigation_code_code,central_market_tenderloin_boundary_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2,federal_bureau_of_investigation_code_code,central_market_tenderloin_boundary_polygon_updated_2_2,federal_bureau_of_investigation_code_code,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2,federal_bureau_of_investigation_code_code,hsoc_zones_as_of_2018_06_05_2_2,federal_bureau_of_investigation_code_code,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,OWED Public Spaces 2 2,owed_public_spaces_2_2,federal_bureau_of_investigation_code_code,owed_public_spaces_2_2,federal_bureau_of_investigation_code_code,owed_public_spaces_2_2
chicago,sf,FBI Code,federal_bureau_of_investigation_code_code,Neighborhoods 2,neighborhoods_2,federal_bureau_of_investigation_code_code,neighborhoods_2,federal_bureau_of_investigation_code_code,neighborhoods_2
chicago,sf,X Coordinate,x_coordinate,PdId,police_department_incident_id,x_coordinate,police_department_incident_id,x_coordinate,police_department_incident_id | Unique Identifier for use in update and insert operations
chicago,sf,X Coordinate,x_coordinate,IncidntNum,incidntnum,x_coordinate,incidntnum,x_coordinate,incidntnum
chicago,sf,X Coordinate,x_coordinate,Incident Code,incident_code,x_coordinate,incident_code,x_coordinate,incident_code
chicago,sf,X Coordinate,x_coordinate,Category,category,x_coordinate,category,x_coordinate,category
chicago,sf,X Coordinate,x_coordinate,Descript,descript,x_coordinate,descript,x_coordinate,descript
chicago,sf,X Coordinate,x_coordinate,DayOfWeek,dayofweek,x_coordinate,dayofweek,x_coordinate,dayofweek
chicago,sf,X Coordinate,x_coordinate,Date,date,x_coordinate,date,x_coordinate,date
chicago,sf,X Coordinate,x_coordinate,Time,time,x_coordinate,time,x_coordinate,time
chicago,sf,X Coordinate,x_coordinate,PdDistrict,pddistrict,x_coordinate,pddistrict,x_coordinate,pddistrict | Historical PD District Effective Through 7-18-2015
chicago,sf,X Coordinate,x_coordinate,Resolution,resolution,x_coordinate,resolution,x_coordinate,resolution
chicago,sf,X Coordinate,x_coordinate,Address,address,x_coordinate,address,x_coordinate,address
chicago,sf,X Coordinate,x_coordinate,X,x,x_coordinate,x,x_coordinate,x
chicago,sf,X Coordinate,x_coordinate,Y,y,x_coordinate,y,x_coordinate,y
chicago,sf,X Coordinate,x_coordinate,location,location,x_coordinate,location,x_coordinate,location
chicago,sf,X Coordinate,x_coordinate,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2,x_coordinate,sf_find_neighborhoods_2_2,x_coordinate,sf_find_neighborhoods_2_2
chicago,sf,X Coordinate,x_coordinate,Current Police Districts 2 2,current_police_districts_2_2,x_coordinate,current_police_districts_2_2,x_coordinate,current_police_districts_2_2
chicago,sf,X Coordinate,x_coordinate,Current Supervisor Districts 2 2,current_supervisor_districts_2_2,x_coordinate,current_supervisor_districts_2_2,x_coordinate,current_supervisor_districts_2_2
chicago,sf,X Coordinate,x_coordinate,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2,x_coordinate,analysis_neighborhoods_2_2,x_coordinate,analysis_neighborhoods_2_2
chicago,sf,X Coordinate,x_coordinate,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2,x_coordinate,delete_fire_prevention_districts_2_2,x_coordinate,delete_fire_prevention_districts_2_2
chicago,sf,X Coordinate,x_coordinate,DELETE - Police Districts 2 2,delete_police_districts_2_2,x_coordinate,delete_police_districts_2_2,x_coordinate,delete_police_districts_2_2
chicago,sf,X Coordinate,x_coordinate,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2,x_coordinate,delete_supervisor_districts_2_2,x_coordinate,delete_supervisor_districts_2_2
chicago,sf,X Coordinate,x_coordinate,DELETE - Zip Codes 2 2,delete_zip_codes_2_2,x_coordinate,delete_zip_codes_2_2,x_coordinate,delete_zip_codes_2_2
chicago,sf,X Coordinate,x_coordinate,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2,x_coordinate,delete_neighborhoods_2_2,x_coordinate,delete_neighborhoods_2_2
chicago,sf,X Coordinate,x_coordinate,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2,x_coordinate,delete_2017_fix_it_zones_2_2,x_coordinate,delete_2017_fix_it_zones_2_2
chicago,sf,X Coordinate,x_coordinate,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2,x_coordinate,civic_center_harm_reduction_project_boundary_2_2,x_coordinate,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,X Coordinate,x_coordinate,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2,x_coordinate,fix_it_zones_as_of_2017_11_06_2_2,x_coordinate,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,X Coordinate,x_coordinate,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2,x_coordinate,delete_hsoc_zones_2_2,x_coordinate,delete_hsoc_zones_2_2
chicago,sf,X Coordinate,x_coordinate,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2,x_coordinate,fix_it_zones_as_of_2018_02_07_2_2,x_coordinate,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,X Coordinate,x_coordinate,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2,x_coordinate,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,x_coordinate,cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,X Coordinate,x_coordinate,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2,x_coordinate,areas_of_vulnerability_2016_2_2,x_coordinate,areas_of_vulnerability_2016_2_2
chicago,sf,X Coordinate,x_coordinate,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2,x_coordinate,central_market_tenderloin_boundary_2_2,x_coordinate,central_market_tenderloin_boundary_2_2
chicago,sf,X Coordinate,x_coordinate,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2,x_coordinate,central_market_tenderloin_boundary_polygon_updated_2_2,x_coordinate,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,X Coordinate,x_coordinate,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2,x_coordinate,hsoc_zones_as_of_2018_06_05_2_2,x_coordinate,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,X Coordinate,x_coordinate,OWED Public Spaces 2 2,owed_public_spaces_2_2,x_coordinate,owed_public_spaces_2_2,x_coordinate,owed_public_spaces_2_2
chicago,sf,X Coordinate,x_coordinate,Neighborhoods 2,neighborhoods_2,x_coordinate,neighborhoods_2,x_coordinate,neighborhoods_2
chicago,sf,Y Coordinate,y_coordinate,PdId,police_department_incident_id,y_coordinate,police_department_incident_id,y_coordinate,police_department_incident_id | Unique Identifier for use in update and insert operations
chicago,sf,Y Coordinate,y_coordinate,IncidntNum,incidntnum,y_coordinate,incidntnum,y_coordinate,incidntnum
chicago,sf,Y Coordinate,y_coordinate,Incident Code,incident_code,y_coordinate,incident_code,y_coordinate,incident_code
chicago,sf,Y Coordinate,y_coordinate,Category,category,y_coordinate,category,y_coordinate,category
chicago,sf,Y Coordinate,y_coordinate,Descript,descript,y_coordinate,descript,y_coordinate,descript
chicago,sf,Y Coordinate,y_coordinate,DayOfWeek,dayofweek,y_coordinate,dayofweek,y_coordinate,dayofweek
chicago,sf,Y Coordinate,y_coordinate,Date,date,y_coordinate,date,y_coordinate,date
chicago,sf,Y Coordinate,y_coordinate,Time,time,y_coordinate,time,y_coordinate,time
chicago,sf,Y Coordinate,y_coordinate,PdDistrict,pddistrict,y_coordinate,pddistrict,y_coordinate,pddistrict | Historical PD District Effective Through 7-18-2015
chicago,sf,Y Coordinate,y_coordinate,Resolution,resolution,y_coordinate,resolution,y_coordinate,resolution
chicago,sf,Y Coordinate,y_coordinate,Address,address,y_coordinate,address,y_coordinate,address
chicago,sf,Y Coordinate,y_coordinate,X,x,y_coordinate,x,y_coordinate,x
chicago,sf,Y Coordinate,y_coordinate,Y,y,y_coordinate,y,y_coordinate,y
chicago,sf,Y Coordinate,y_coordinate,location,location,y_coordinate,location,y_coordinate,location
chicago,sf,Y Coordinate,y_coordinate,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2,y_coordinate,sf_find_neighborhoods_2_2,y_coordinate,sf_find_neighborhoods_2_2
chicago,sf,Y Coordinate,y_coordinate,Current Police Districts 2 2,current_police_districts_2_2,y_coordinate,current_police_districts_2_2,y_coordinate,current_police_districts_2_2
chicago,sf,Y Coordinate,y_coordinate,Current Supervisor Districts 2 2,current_supervisor_districts_2_2,y_coordinate,current_supervisor_districts_2_2,y_coordinate,current_supervisor_districts_2_2
chicago,sf,Y Coordinate,y_coordinate,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2,y_coordinate,analysis_neighborhoods_2_2,y_coordinate,analysis_neighborhoods_2_2
chicago,sf,Y Coordinate,y_coordinate,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2,y_coordinate,delete_fire_prevention_districts_2_2,y_coordinate,delete_fire_prevention_districts_2_2
chicago,sf,Y Coordinate,y_coordinate,DELETE - Police Districts 2 2,delete_police_districts_2_2,y_coordinate,delete_police_districts_2_2,y_coordinate,delete_police_districts_2_2
chicago,sf,Y Coordinate,y_coordinate,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2,y_coordinate,delete_supervisor_districts_2_2,y_coordinate,delete_supervisor_districts_2_2
chicago,sf,Y Coordinate,y_coordinate,DELETE - Zip Codes 2 2,delete_zip_codes_2_2,y_coordinate,delete_zip_codes_2_2,y_coordinate,delete_zip_codes_2_2
chicago,sf,Y Coordinate,y_coordinate,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2,y_coordinate,delete_neighborhoods_2_2,y_coordinate,delete_neighborhoods_2_2
chicago,sf,Y Coordinate,y_coordinate,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2,y_coordinate,delete_2017_fix_it_zones_2_2,y_coordinate,delete_2017_fix_it_zones_2_2
chicago,sf,Y Coordinate,y_coordinate,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2,y_coordinate,civic_center_harm_reduction_project_boundary_2_2,y_coordinate,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,Y Coordinate,y_coordinate,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2,y_coordinate,fix_it_zones_as_of_2017_11_06_2_2,y_coordinate,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,Y Coordinate,y_coordinate,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2,y_coordinate,delete_hsoc_zones_2_2,y_coordinate,delete_hsoc_zones_2_2
chicago,sf,Y Coordinate,y_coordinate,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2,y_coordinate,fix_it_zones_as_of_2018_02_07_2_2,y_coordinate,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,Y Coordinate,y_coordinate,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2,y_coordinate,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,y_coordinate,cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,Y Coordinate,y_coordinate,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2,y_coordinate,areas_of_vulnerability_2016_2_2,y_coordinate,areas_of_vulnerability_2016_2_2
chicago,sf,Y Coordinate,y_coordinate,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2,y_coordinate,central_market_tenderloin_boundary_2_2,y_coordinate,central_market_tenderloin_boundary_2_2
chicago,sf,Y Coordinate,y_coordinate,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2,y_coordinate,central_market_tenderloin_boundary_polygon_updated_2_2,y_coordinate,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,Y Coordinate,y_coordinate,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2,y_coordinate,hsoc_zones_as_of_2018_06_05_2_2,y_coordinate,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,Y Coordinate,y_coordinate,OWED Public Spaces 2 2,owed_public_spaces_2_2,y_coordinate,owed_public_spaces_2_2,y_coordinate,owed_public_spaces_2_2
chicago,sf,Y Coordinate,y_coordinate,Neighborhoods 2,neighborhoods_2,y_coordinate,neighborhoods_2,y_coordinate,neighborhoods_2
chicago,sf,Year,year,PdId,police_department_incident_id,year,police_department_incident_id,year,police_department_incident_id | Unique Identifier for use in update and insert operations
chicago,sf,Year,year,IncidntNum,incidntnum,year,incidntnum,year,incidntnum
chicago,sf,Year,year,Incident Code,incident_code,year,incident_code,year,incident_code
chicago,sf,Year,year,Category,category,year,category,year,category
chicago,sf,Year,year,Descript,descript,year,descript,year,descript
chicago,sf,Year,year,DayOfWeek,dayofweek,year,dayofweek,year,dayofweek
chicago,sf,Year,year,Date,date,year,date,year,date
chicago,sf,Year,year,Time,time,year,time,year,time
chicago,sf,Year,year,PdDistrict,pddistrict,year,pddistrict,year,pddistrict | Historical PD District Effective Through 7-18-2015
chicago,sf,Year,year,Resolution,resolution,year,resolution,year,resolution
chicago,sf,Year,year,Address,address,year,address,year,address
chicago,sf,Year,year,X,x,year,x,year,x
chicago,sf,Year,year,Y,y,year,y,year,y
chicago,sf,Year,year,location,location,year,location,year,location
chicago,sf,Year,year,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2,year,sf_find_neighborhoods_2_2,year,sf_find_neighborhoods_2_2
chicago,sf,Year,year,Current Police Districts 2 2,current_police_districts_2_2,year,current_police_districts_2_2,year,current_police_districts_2_2
chicago,sf,Year,year,Current Supervisor Districts 2 2,current_supervisor_districts_2_2,year,current_supervisor_districts_2_2,year,current_supervisor_districts_2_2
chicago,sf,Year,year,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2,year,analysis_neighborhoods_2_2,year,analysis_neighborhoods_2_2
chicago,sf,Year,year,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2,year,delete_fire_prevention_districts_2_2,year,delete_fire_prevention_districts_2_2
chicago,sf,Year,year,DELETE - Police Districts 2 2,delete_police_districts_2_2,year,delete_police_districts_2_2,year,delete_police_districts_2_2
chicago,sf,Year,year,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2,year,delete_supervisor_districts_2_2,year,delete_supervisor_districts_2_2
chicago,sf,Year,year,DELETE - Zip Codes 2 2,delete_zip_codes_2_2,year,delete_zip_codes_2_2,year,delete_zip_codes_2_2
chicago,sf,Year,year,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2,year,delete_neighborhoods_2_2,year,delete_neighborhoods_2_2
chicago,sf,Year,year,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2,year,delete_2017_fix_it_zones_2_2,year,delete_2017_fix_it_zones_2_2
chicago,sf,Year,year,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2,year,civic_center_harm_reduction_project_boundary_2_2,year,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,Year,year,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2,year,fix_it_zones_as_of_2017_11_06_2_2,year,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,Year,year,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2,year,delete_hsoc_zones_2_2,year,delete_hsoc_zones_2_2
chicago,sf,Year,year,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2,year,fix_it_zones_as_of_2018_02_07_2_2,year,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,Year,year,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2,year,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,year,cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,Year,year,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2,year,areas_of_vulnerability_2016_2_2,year,areas_of_vulnerability_2016_2_2
chicago,sf,Year,year,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2,year,central_market_tenderloin_boundary_2_2,year,central_market_tenderloin_boundary_2_2
chicago,sf,Year,year,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2,year,central_market_tenderloin_boundary_polygon_updated_2_2,year,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,Year,year,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2,year,hsoc_zones_as_of_2018_06_05_2_2,year,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,Year,year,OWED Public Spaces 2 2,owed_public_spaces_2_2,year,owed_public_spaces_2_2,year,owed_public_spaces_2_2
chicago,sf,Year,year,Neighborhoods 2,neighborhoods_2,year,neighborhoods_2,year,neighborhoods_2
chicago,sf,Updated On,updated_on,PdId,police_department_incident_id,updated_on,police_department_incident_id,updated_on,police_department_incident_id | Unique Identifier for use in update and insert operations
chicago,sf,Updated On,updated_on,IncidntNum,incidntnum,updated_on,incidntnum,updated_on,incidntnum
chicago,sf,Updated On,updated_on,Incident Code,incident_code,updated_on,incident_code,updated_on,incident_code
chicago,sf,Updated On,updated_on,Category,category,updated_on,category,updated_on,category
chicago,sf,Updated On,updated_on,Descript,descript,updated_on,descript,updated_on,descript
chicago,sf,Updated On,updated_on,DayOfWeek,dayofweek,updated_on,dayofweek,updated_on,dayofweek
chicago,sf,Updated On,updated_on,Date,date,updated_on,date,updated_on,date
chicago,sf,Updated On,updated_on,Time,time,updated_on,time,updated_on,time
chicago,sf,Updated On,updated_on,PdDistrict,pddistrict,updated_on,pddistrict,updated_on,pddistrict | Historical PD District Effective Through 7-18-2015
chicago,sf,Updated On,updated_on,Resolution,resolution,updated_on,resolution,updated_on,resolution
chicago,sf,Updated On,updated_on,Address,address,updated_on,address,updated_on,address
chicago,sf,Updated On,updated_on,X,x,updated_on,x,updated_on,x
chicago,sf,Updated On,updated_on,Y,y,updated_on,y,updated_on,y
chicago,sf,Updated On,updated_on,location,location,updated_on,location,updated_on,location
chicago,sf,Updated On,updated_on,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2,updated_on,sf_find_neighborhoods_2_2,updated_on,sf_find_neighborhoods_2_2
chicago,sf,Updated On,updated_on,Current Police Districts 2 2,current_police_districts_2_2,updated_on,current_police_districts_2_2,updated_on,current_police_districts_2_2
chicago,sf,Updated On,updated_on,Current Supervisor Districts 2 2,current_supervisor_districts_2_2,updated_on,current_supervisor_districts_2_2,updated_on,current_supervisor_districts_2_2
chicago,sf,Updated On,updated_on,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2,updated_on,analysis_neighborhoods_2_2,updated_on,analysis_neighborhoods_2_2
chicago,sf,Updated On,updated_on,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2,updated_on,delete_fire_prevention_districts_2_2,updated_on,delete_fire_prevention_districts_2_2
chicago,sf,Updated On,updated_on,DELETE - Police Districts 2 2,delete_police_districts_2_2,updated_on,delete_police_districts_2_2,updated_on,delete_police_districts_2_2
chicago,sf,Updated On,updated_on,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2,updated_on,delete_supervisor_districts_2_2,updated_on,delete_supervisor_districts_2_2
chicago,sf,Updated On,updated_on,DELETE - Zip Codes 2 2,delete_zip_codes_2_2,updated_on,delete_zip_codes_2_2,updated_on,delete_zip_codes_2_2
chicago,sf,Updated On,updated_on,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2,updated_on,delete_neighborhoods_2_2,updated_on,delete_neighborhoods_2_2
chicago,sf,Updated On,updated_on,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2,updated_on,delete_2017_fix_it_zones_2_2,updated_on,delete_2017_fix_it_zones_2_2
chicago,sf,Updated On,updated_on,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2,updated_on,civic_center_harm_reduction_project_boundary_2_2,updated_on,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,Updated On,updated_on,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2,updated_on,fix_it_zones_as_of_2017_11_06_2_2,updated_on,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,Updated On,updated_on,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2,updated_on,delete_hsoc_zones_2_2,updated_on,delete_hsoc_zones_2_2
chicago,sf,Updated On,updated_on,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2,updated_on,fix_it_zones_as_of_2018_02_07_2_2,updated_on,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,Updated On,updated_on,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2,updated_on,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,updated_on,cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,Updated On,updated_on,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2,updated_on,areas_of_vulnerability_2016_2_2,updated_on,areas_of_vulnerability_2016_2_2
chicago,sf,Updated On,updated_on,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2,updated_on,central_market_tenderloin_boundary_2_2,updated_on,central_market_tenderloin_boundary_2_2
chicago,sf,Updated On,updated_on,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2,updated_on,central_market_tenderloin_boundary_polygon_updated_2_2,updated_on,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,Updated On,updated_on,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2,updated_on,hsoc_zones_as_of_2018_06_05_2_2,updated_on,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,Updated On,updated_on,OWED Public Spaces 2 2,owed_public_spaces_2_2,updated_on,owed_public_spaces_2_2,updated_on,owed_public_spaces_2_2
chicago,sf,Updated On,updated_on,Neighborhoods 2,neighborhoods_2,updated_on,neighborhoods_2,updated_on,neighborhoods_2
chicago,sf,Latitude,latitude,PdId,police_department_incident_id,latitude,police_department_incident_id,latitude,police_department_incident_id | Unique Identifier for use in update and insert operations
chicago,sf,Latitude,latitude,IncidntNum,incidntnum,latitude,incidntnum,latitude,incidntnum
chicago,sf,Latitude,latitude,Incident Code,incident_code,latitude,incident_code,latitude,incident_code
chicago,sf,Latitude,latitude,Category,category,latitude,category,latitude,category
chicago,sf,Latitude,latitude,Descript,descript,latitude,descript,latitude,descript
chicago,sf,Latitude,latitude,DayOfWeek,dayofweek,latitude,dayofweek,latitude,dayofweek
chicago,sf,Latitude,latitude,Date,date,latitude,date,latitude,date
chicago,sf,Latitude,latitude,Time,time,latitude,time,latitude,time
chicago,sf,Latitude,latitude,PdDistrict,pddistrict,latitude,pddistrict,latitude,pddistrict | Historical PD District Effective Through 7-18-2015
chicago,sf,Latitude,latitude,Resolution,resolution,latitude,resolution,latitude,resolution
chicago,sf,Latitude,latitude,Address,address,latitude,address,latitude,address
chicago,sf,Latitude,latitude,X,x,latitude,x,latitude,x
chicago,sf,Latitude,latitude,Y,y,latitude,y,latitude,y
chicago,sf,Latitude,latitude,location,location,latitude,location,latitude,location
chicago,sf,Latitude,latitude,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2,latitude,sf_find_neighborhoods_2_2,latitude,sf_find_neighborhoods_2_2
chicago,sf,Latitude,latitude,Current Police Districts 2 2,current_police_districts_2_2,latitude,current_police_districts_2_2,latitude,current_police_districts_2_2
chicago,sf,Latitude,latitude,Current Supervisor Districts 2 2,current_supervisor_districts_2_2,latitude,current_supervisor_districts_2_2,latitude,current_supervisor_districts_2_2
chicago,sf,Latitude,latitude,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2,latitude,analysis_neighborhoods_2_2,latitude,analysis_neighborhoods_2_2
chicago,sf,Latitude,latitude,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2,latitude,delete_fire_prevention_districts_2_2,latitude,delete_fire_prevention_districts_2_2
chicago,sf,Latitude,latitude,DELETE - Police Districts 2 2,delete_police_districts_2_2,latitude,delete_police_districts_2_2,latitude,delete_police_districts_2_2
chicago,sf,Latitude,latitude,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2,latitude,delete_supervisor_districts_2_2,latitude,delete_supervisor_districts_2_2
